Files already downloaded and verified
Files already downloaded and verified
Files already downloaded and verified
Train Epoch: 9 [7500/49000 (15%)]	Train Loss: 1.834888	Val Loss: 1.837180	Val Acc: 38.400001525878906
Train Epoch: 9 [10000/49000 (20%)]	Train Loss: 1.718451	Val Loss: 1.851266	Val Acc: 38.400001525878906
Train Epoch: 9 [12500/49000 (26%)]	Train Loss: 1.675529	Val Loss: 1.826742	Val Acc: 38.0
Train Epoch: 9 [15000/49000 (31%)]	Train Loss: 1.753021	Val Loss: 1.833724	Val Acc: 38.900001525878906
Train Epoch: 9 [17500/49000 (36%)]	Train Loss: 1.795980	Val Loss: 1.854790	Val Acc: 38.400001525878906
Train Epoch: 9 [20000/49000 (41%)]	Train Loss: 1.663822	Val Loss: 1.848404	Val Acc: 39.0
Train Epoch: 9 [22500/49000 (46%)]	Train Loss: 1.798059	Val Loss: 1.829110	Val Acc: 38.0
Train Epoch: 9 [25000/49000 (51%)]	Train Loss: 1.825464	Val Loss: 1.822383	Val Acc: 38.70000076293945
Train Epoch: 9 [27500/49000 (56%)]	Train Loss: 1.733660	Val Loss: 1.826372	Val Acc: 38.29999923706055
Train Epoch: 9 [30000/49000 (61%)]	Train Loss: 1.651497	Val Loss: 1.885247	Val Acc: 37.599998474121094
Train Epoch: 9 [32500/49000 (66%)]	Train Loss: 1.721050	Val Loss: 1.849299	Val Acc: 36.29999923706055
Train Epoch: 9 [35000/49000 (71%)]	Train Loss: 1.838778	Val Loss: 1.856659	Val Acc: 37.0
Train Epoch: 9 [37500/49000 (77%)]	Train Loss: 1.780293	Val Loss: 1.852468	Val Acc: 38.5
Train Epoch: 9 [40000/49000 (82%)]	Train Loss: 1.665885	Val Loss: 1.893134	Val Acc: 38.099998474121094
Train Epoch: 9 [42500/49000 (87%)]	Train Loss: 1.724292	Val Loss: 1.867852	Val Acc: 37.099998474121094
Train Epoch: 9 [45000/49000 (92%)]	Train Loss: 1.804767	Val Loss: 1.872803	Val Acc: 35.79999923706055
Train Epoch: 9 [47500/49000 (97%)]	Train Loss: 1.806514	Val Loss: 1.861584	Val Acc: 39.099998474121094
Train Epoch: 10 [0/49000 (0%)]	Train Loss: 1.732109	Val Loss: 1.870804	Val Acc: 36.29999923706055
Train Epoch: 10 [2500/49000 (5%)]	Train Loss: 1.735893	Val Loss: 1.820283	Val Acc: 38.79999923706055
